YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2007|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|46192955|~|~|~
2008|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.6|0.5|195|47555756|0.4|0.5|0.4
2008|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|47789785|~|~|~
2009|Hispanic|Male and Female|Eye and Orbit|Incidence|0.4|0.6|0.5|194|49080493|0.3|0.5|0.4
2009|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|49323387|~|~|~
2010|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.6|0.5|209|50347107|0.4|0.5|0.4
2010|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|50786228|~|~|~
1999|Hispanic|Male and Female|Female Breast|Incidence|96.9|101.0|98.9|9592|15874246|59.2|61.6|60.4
1999|Hispanic|Male and Female|Female Breast|Mortality|15.7|17.5|16.6|1538|16499783|8.9|9.8|9.3
2000|Hispanic|Male and Female|Female Breast|Incidence|97.1|101.0|99.0|10321|16829143|60.2|62.5|61.3
2000|Hispanic|Male and Female|Female Breast|Mortality|16.0|17.6|16.8|1670|17318115|9.2|10.1|9.6
2001|Hispanic|Male and Female|Female Breast|Incidence|93.4|97.2|95.3|10540|17712991|58.4|60.7|59.5
2001|Hispanic|Male and Female|Female Breast|Mortality|15.7|17.3|16.5|1746|18057155|9.2|10.1|9.7
2002|Hispanic|Male and Female|Female Breast|Incidence|94.1|97.8|95.9|11058|18382818|59.0|61.3|60.2
2002|Hispanic|Male and Female|Female Breast|Mortality|15.1|16.6|15.8|1724|18797669|8.7|9.6|9.2
2003|Hispanic|Male and Female|Female Breast|Incidence|89.4|92.9|91.1|11159|19177459|57.1|59.3|58.2
2003|Hispanic|Male and Female|Female Breast|Mortality|15.6|17.1|16.3|1884|19529116|9.2|10.1|9.6
2004|Hispanic|Male and Female|Female Breast|Incidence|88.5|91.9|90.2|11697|19963155|57.5|59.7|58.6
2004|Hispanic|Male and Female|Female Breast|Mortality|15.2|16.7|16.0|1909|20263650|9.0|9.9|9.4
2005|Hispanic|Male and Female|Female Breast|Incidence|91.8|95.2|93.5|12639|20711559|60.0|62.1|61.0
2005|Hispanic|Male and Female|Female Breast|Mortality|14.7|16.1|15.4|1936|21033628|8.8|9.6|9.2
2006|Hispanic|Male and Female|Female Breast|Incidence|90.3|93.6|91.9|13085|21493832|59.8|61.9|60.9
2006|Hispanic|Male and Female|Female Breast|Mortality|14.7|16.1|15.4|2054|21837469|9.0|9.8|9.4
2006-2010|Hispanic|Male and Female|Female Breast|Incidence|90.2|91.6|90.9|71178|114908124|61.5|62.4|61.9
2006-2010|Hispanic|Male and Female|Female Breast|Mortality|14.5|15.1|14.8|10835|117222690|9.1|9.4|9.2
2007|Hispanic|Male and Female|Female Breast|Incidence|90.0|93.2|91.6|13855|22546333|60.4|62.5|61.5
2007|Hispanic|Male and Female|Female Breast|Mortality|14.2|15.5|14.9|2076|22650892|8.8|9.6|9.2
2008|Hispanic|Male and Female|Female Breast|Incidence|91.2|94.3|92.7|14671|23358988|61.8|63.8|62.8
2008|Hispanic|Male and Female|Female Breast|Mortality|14.0|15.3|14.6|2140|23468891|8.7|9.5|9.1
2009|Hispanic|Male and Female|Female Breast|Incidence|90.8|93.9|92.4|15321|24146852|62.4|64.5|63.4
2009|Hispanic|Male and Female|Female Breast|Mortality|14.2|15.5|14.8|2270|24261364|9.0|9.7|9.4
2010|Hispanic|Male and Female|Female Breast|Incidence|84.6|87.5|86.1|14894|24797640|59.1|61.0|60.1
2010|Hispanic|Male and Female|Female Breast|Mortality|13.7|14.9|14.3|2295|25004074|8.8|9.6|9.2
1999|Hispanic|Male and Female|Female Genital System|Incidence|47.5|50.4|48.9|4997|15874246|30.6|32.4|31.5
1999|Hispanic|Male and Female|Female Genital System|Mortality|12.4|13.9|13.2|1191|16499783|6.8|7.6|7.2
2000|Hispanic|Male and Female|Female Genital System|Incidence|48.8|51.6|50.2|5480|16829143|31.7|33.4|32.6
2000|Hispanic|Male and Female|Female Genital System|Mortality|13.4|15.0|14.2|1357|17318115|7.4|8.3|7.8
2001|Hispanic|Male and Female|Female Genital System|Incidence|48.1|50.8|49.4|5678|17712991|31.2|32.9|32.1
2001|Hispanic|Male and Female|Female Genital System|Mortality|13.0|14.5|13.7|1394|18057155|7.3|8.1|7.7
2002|Hispanic|Male and Female|Female Genital System|Incidence|46.9|49.5|48.2|5808|18382818|30.8|32.4|31.6
2002|Hispanic|Male and Female|Female Genital System|Mortality|12.7|14.2|13.4|1413|18797669|7.1|7.9|7.5
2003|Hispanic|Male and Female|Female Genital System|Incidence|45.9|48.5|47.2|5971|19177459|30.4|31.9|31.1
2003|Hispanic|Male and Female|Female Genital System|Mortality|12.1|13.5|12.8|1422|19529116|6.9|7.7|7.3
2004|Hispanic|Male and Female|Female Genital System|Incidence|46.7|49.2|48.0|6349|19963155|31.0|32.6|31.8
2004|Hispanic|Male and Female|Female Genital System|Mortality|12.2|13.5|12.8|1511|20263650|7.1|7.8|7.5
2005|Hispanic|Male and Female|Female Genital System|Incidence|45.7|48.1|46.9|6587|20711559|31.0|32.6|31.8
2005|Hispanic|Male and Female|Female Genital System|Mortality|12.7|14.0|13.3|1642|21033628|7.4|8.2|7.8
2006|Hispanic|Male and Female|Female Genital System|Incidence|45.2|47.5|46.3|6799|21493832|30.9|32.4|31.6
2006|Hispanic|Male and Female|Female Genital System|Mortality|12.8|14.1|13.5|1718|21837469|7.5|8.2|7.9
2006-2010|Hispanic|Male and Female|Female Genital System|Incidence|44.4|45.4|44.9|36302|114908124|31.3|31.9|31.6
2006-2010|Hispanic|Male and Female|Female Genital System|Mortality|12.4|13.0|12.7|9107|117222690|7.6|7.9|7.8
2007|Hispanic|Male and Female|Female Genital System|Incidence|44.0|46.2|45.1|7081|22546333|30.7|32.1|31.4
2007|Hispanic|Male and Female|Female Genital System|Mortality|11.9|13.1|12.5|1722|22650892|7.2|8.0|7.6
2008|Hispanic|Male and Female|Female Genital System|Incidence|44.9|47.1|46.0|7517|23358988|31.5|32.9|32.2
2008|Hispanic|Male and Female|Female Genital System|Mortality|12.2|13.4|12.8|1822|23468891|7.4|8.1|7.8
2009|Hispanic|Male and Female|Female Genital System|Incidence|43.3|45.3|44.3|7611|24146852|30.8|32.2|31.5
2009|Hispanic|Male and Female|Female Genital System|Mortality|12.2|13.3|12.7|1909|24261364|7.5|8.2|7.9
2010|Hispanic|Male and Female|Female Genital System|Incidence|41.9|43.9|42.9|7643|24797640|30.1|31.5|30.8
2010|Hispanic|Male and Female|Female Genital System|Mortality|11.6|12.8|12.2|1936|25004074|7.4|8.1|7.7
1999|Hispanic|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|92|32524339|0.2|0.3|0.3
1999|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|33934129|~|~|~
2000|Hispanic|Male and Female|Floor of Mouth|Incidence|0.5|0.7|0.6|106|34529153|0.3|0.4|0.3
2000|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|35658334|~|~|~
2001|Hispanic|Male and Female|Floor of Mouth|Incidence|0.4|0.7|0.5|99|36382120|0.2|0.3|0.3
2001|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|37140221|~|~|~
2002|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|71|37701101|0.1|0.2|0.2
2002|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|38613475|~|~|~
2003|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|86|39280356|0.2|0.3|0.2
2003|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|40045314|~|~|~
2004|Hispanic|Male and Female|Floor of Mouth|Incidence|0.4|0.6|0.5|100|40857790|0.2|0.3|0.2
2004|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|41497385|~|~|~
2005|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|87|42335376|0.2|0.3|0.2
2005|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|43019534|~|~|~
2006|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|92|43873126|0.2|0.3|0.2
2006|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|44602146|~|~|~
2006-2010|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.4|0.4|492|233800497|0.2|0.2|0.2
2006-2010|Hispanic|Male and Female|Floor of Mouth|Mortality|0.0|0.0|0.0|24|238694501|0.0|0.0|0.0
2007|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|107|45969394|0.2|0.3|0.2
2007|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|46192955|~|~|~
2008|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.5|0.4|109|47555756|0.2|0.3|0.2
2008|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|47789785|~|~|~
2009|Hispanic|Male and Female|Floor of Mouth|Incidence|0.3|0.4|0.4|101|49080493|0.2|0.3|0.2
2009|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|49323387|~|~|~
2010|Hispanic|Male and Female|Floor of Mouth|Incidence|0.2|0.4|0.3|84|50347107|0.1|0.2|0.2
2010|Hispanic|Male and Female|Floor of Mouth|Mortality|~|~|~|~|50786228|~|~|~
1999|Hispanic|Male and Female|Gallbladder|Incidence|2.3|2.8|2.5|364|32524339|1.0|1.2|1.1
1999|Hispanic|Male and Female|Gallbladder|Mortality|1.2|1.6|1.4|208|33934129|0.5|0.7|0.6
2000|Hispanic|Male and Female|Gallbladder|Incidence|2.1|2.6|2.3|367|34529153|1.0|1.2|1.1
2000|Hispanic|Male and Female|Gallbladder|Mortality|1.1|1.5|1.3|195|35658334|0.5|0.6|0.5
2001|Hispanic|Male and Female|Gallbladder|Incidence|2.3|2.8|2.5|408|36382120|1.0|1.2|1.1
2001|Hispanic|Male and Female|Gallbladder|Mortality|1.1|1.5|1.3|206|37140221|0.5|0.6|0.6
2002|Hispanic|Male and Female|Gallbladder|Incidence|2.1|2.5|2.3|390|37701101|0.9|1.1|1.0
2002|Hispanic|Male and Female|Gallbladder|Mortality|1.0|1.3|1.2|198|38613475|0.4|0.6|0.5
2003|Hispanic|Male and Female|Gallbladder|Incidence|2.0|2.4|2.2|405|39280356|0.9|1.1|1.0
2003|Hispanic|Male and Female|Gallbladder|Mortality|0.8|1.1|1.0|174|40045314|0.4|0.5|0.4
2004|Hispanic|Male and Female|Gallbladder|Incidence|1.9|2.4|2.1|404|40857790|0.9|1.1|1.0
2004|Hispanic|Male and Female|Gallbladder|Mortality|0.8|1.1|0.9|173|41497385|0.4|0.5|0.4
2005|Hispanic|Male and Female|Gallbladder|Incidence|2.2|2.7|2.5|485|42335376|1.0|1.3|1.1
2005|Hispanic|Male and Female|Gallbladder|Mortality|0.8|1.1|1.0|197|43019534|0.4|0.5|0.5
2006|Hispanic|Male and Female|Gallbladder|Incidence|2.1|2.5|2.3|478|43873126|1.0|1.2|1.1
2006|Hispanic|Male and Female|Gallbladder|Mortality|1.0|1.3|1.1|238|44602146|0.5|0.6|0.5
2006-2010|Hispanic|Male and Female|Gallbladder|Incidence|2.0|2.2|2.1|2486|233800497|1.0|1.1|1.1
2006-2010|Hispanic|Male and Female|Gallbladder|Mortality|1.0|1.1|1.0|1171|238694501|0.5|0.5|0.5
2007|Hispanic|Male and Female|Gallbladder|Incidence|1.9|2.3|2.1|473|45969394|0.9|1.1|1.0
2007|Hispanic|Male and Female|Gallbladder|Mortality|0.8|1.1|1.0|203|46192955|0.4|0.5|0.4
2008|Hispanic|Male and Female|Gallbladder|Incidence|1.9|2.3|2.1|501|47555756|1.0|1.1|1.1
2008|Hispanic|Male and Female|Gallbladder|Mortality|0.8|1.1|0.9|210|47789785|0.4|0.5|0.4
2009|Hispanic|Male and Female|Gallbladder|Incidence|1.9|2.3|2.1|533|49080493|1.0|1.2|1.1
2009|Hispanic|Male and Female|Gallbladder|Mortality|1.0|1.3|1.1|272|49323387|0.5|0.6|0.6
2010|Hispanic|Male and Female|Gallbladder|Incidence|1.8|2.2|2.0|524|50347107|1.0|1.1|1.0
2010|Hispanic|Male and Female|Gallbladder|Mortality|0.9|1.1|1.0|248|50786228|0.4|0.6|0.5
1999|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.3|1.7|1.5|238|32524339|0.6|0.8|0.7
1999|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.4|0.3|43|33934129|0.1|0.2|0.1
2000|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.4|1.2|195|34529153|0.5|0.6|0.6
2000|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.2|39|35658334|0.1|0.1|0.1
2001|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.1|1.5|1.3|231|36382120|0.6|0.7|0.6
2001|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.4|0.3|43|37140221|0.1|0.2|0.1
2002|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.3|1.1|215|37701101|0.5|0.7|0.6
2002|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.1|0.3|0.2|31|38613475|0.1|0.1|0.1
2003|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.3|1.1|226|39280356|0.5|0.7|0.6
2003|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.1|0.3|0.2|36|40045314|0.1|0.1|0.1
2004|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.3|1.1|234|40857790|0.5|0.7|0.6
2004|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.2|40|41497385|0.1|0.1|0.1
2005|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.3|1.1|244|42335376|0.5|0.7|0.6
2005|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.1|0.3|0.2|40|43019534|0.1|0.1|0.1
2006|Hispanic|Male and Female|Gum and Other Mouth|Incidence|0.9|1.2|1.0|234|43873126|0.5|0.6|0.5
2006|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.2|45|44602146|0.1|0.1|0.1
2006-2010|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.1|1.1|1373|233800497|0.6|0.6|0.6
2006-2010|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.2|0.2|241|238694501|0.1|0.1|0.1
2007|Hispanic|Male and Female|Gum and Other Mouth|Incidence|0.9|1.2|1.1|268|45969394|0.5|0.7|0.6
2007|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.1|0.3|0.2|39|46192955|0.1|0.1|0.1
2008|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.3|1.2|295|47555756|0.6|0.7|0.6
2008|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.2|53|47789785|0.1|0.1|0.1
2009|Hispanic|Male and Female|Gum and Other Mouth|Incidence|0.9|1.2|1.0|292|49080493|0.5|0.7|0.6
2009|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.1|0.3|0.2|47|49323387|0.1|0.1|0.1
2010|Hispanic|Male and Female|Gum and Other Mouth|Incidence|1.0|1.2|1.1|297|50347107|0.5|0.7|0.6
2010|Hispanic|Male and Female|Gum and Other Mouth|Mortality|0.2|0.3|0.2|57|50786228|0.1|0.1|0.1
1999|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.5|2.9|2.7|703|32524339|2.0|2.3|2.2
1999|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.5|0.8|0.6|113|33934129|0.3|0.4|0.3
2000|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.8|2.5|709|34529153|1.9|2.2|2.1
2000|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.6|0.5|95|35658334|0.2|0.3|0.3
2001|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.2|2.6|2.3|719|36382120|1.8|2.1|2.0
2001|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.6|0.5|99|37140221|0.2|0.3|0.3
2002|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|786|37701101|1.9|2.2|2.1
2002|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|99|38613475|0.2|0.3|0.3
2003|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|823|39280356|2.0|2.2|2.1
2003|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|91|40045314|0.2|0.3|0.2
2004|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|823|40857790|1.9|2.2|2.0
2004|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|95|41497385|0.2|0.3|0.2
2005|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.8|2.6|924|42335376|2.0|2.3|2.2
2005|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.6|0.5|126|43019534|0.2|0.3|0.3
2006|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.7|2.5|931|43873126|2.0|2.3|2.1
2006|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|102|44602146|0.2|0.3|0.2
2006-2010|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.6|2.5|4924|233800497|2.0|2.2|2.1
2006-2010|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.4|592|238694501|0.2|0.3|0.2
2007|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.7|2.5|978|45969394|2.0|2.3|2.1
2007|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.4|0.5|0.5|126|46192955|0.2|0.3|0.3
2008|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.4|2.7|2.5|1006|47555756|2.0|2.3|2.1
2008|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|118|47789785|0.2|0.3|0.2
2009|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.2|2.6|2.4|994|49080493|1.9|2.2|2.0
2009|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|113|49323387|0.2|0.3|0.2
2010|Hispanic|Male and Female|Hodgkin Lymphoma|Incidence|2.3|2.6|2.5|1068|50347107|2.0|2.3|2.1
2010|Hispanic|Male and Female|Hodgkin Lymphoma|Mortality|0.3|0.5|0.4|133|50786228|0.2|0.3|0.3
1999|Hispanic|Male and Female|Hypopharynx|Incidence|0.6|0.9|0.7|113|32524339|0.3|0.4|0.3
1999|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|33934129|~|~|~
2000|Hispanic|Male and Female|Hypopharynx|Incidence|0.6|0.9|0.8|124|34529153|0.3|0.4|0.4
2000|Hispanic|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.1|20|35658334|0.0|0.1|0.1
2001|Hispanic|Male and Female|Hypopharynx|Incidence|0.6|0.9|0.7|129|36382120|0.3|0.4|0.4
2001|Hispanic|Male and Female|Hypopharynx|Mortality|0.1|0.2|0.1|17|37140221|0.0|0.1|0.0
2002|Hispanic|Male and Female|Hypopharynx|Incidence|0.5|0.7|0.6|104|37701101|0.2|0.3|0.3
2002|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|38613475|~|~|~
2003|Hispanic|Male and Female|Hypopharynx|Incidence|0.5|0.8|0.6|119|39280356|0.3|0.4|0.3
2003|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|40045314|~|~|~
2004|Hispanic|Male and Female|Hypopharynx|Incidence|0.4|0.7|0.5|108|40857790|0.2|0.3|0.3
2004|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|41497385|~|~|~
2005|Hispanic|Male and Female|Hypopharynx|Incidence|0.4|0.6|0.5|115|42335376|0.2|0.3|0.3
2005|Hispanic|Male and Female|Hypopharynx|Mortality|0.0|0.1|0.1|16|43019534|0.0|0.1|0.0
2006|Hispanic|Male and Female|Hypopharynx|Incidence|0.4|0.6|0.5|118|43873126|0.2|0.3|0.3
2006|Hispanic|Male and Female|Hypopharynx|Mortality|0.0|0.1|0.1|16|44602146|0.0|0.1|0.0
2006-2010|Hispanic|Male and Female|Hypopharynx|Incidence|0.5|0.5|0.5|635|233800497|0.3|0.3|0.3
2006-2010|Hispanic|Male and Female|Hypopharynx|Mortality|0.0|0.1|0.0|59|238694501|0.0|0.0|0.0
2007|Hispanic|Male and Female|Hypopharynx|Incidence|0.4|0.6|0.5|119|45969394|0.2|0.3|0.3
2007|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|46192955|~|~|~
2008|Hispanic|Male and Female|Hypopharynx|Incidence|0.4|0.6|0.5|121|47555756|0.2|0.3|0.3
2008|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|47789785|~|~|~
2009|Hispanic|Male and Female|Hypopharynx|Incidence|0.5|0.7|0.6|161|49080493|0.3|0.4|0.3
2009|Hispanic|Male and Female|Hypopharynx|Mortality|~|~|~|~|49323387|~|~|~
2010|Hispanic|Male and Female|Hypopharynx|Incidence|0.3|0.5|0.4|120|50347107|0.2|0.3|0.2
2010|Hispanic|Male and Female|Hypopharynx|Mortality|0.0|0.1|0.1|16|50786228|0.0|0.1|0.0
1999|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.3|1.2|283|32524339|0.8|1.0|0.9
1999|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|33934129|.|.|.
2000|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.3|1.1|270|34529153|0.7|0.9|0.8
2000|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|35658334|.|.|.
2001|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.2|1.1|278|36382120|0.7|0.9|0.8
2001|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|37140221|.|.|.
2002|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.8|1.1|0.9|256|37701101|0.6|0.8|0.7
2002|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|38613475|.|.|.
2003|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|1.0|1.2|1.1|293|39280356|0.7|0.8|0.7
2003|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|40045314|.|.|.
2004|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.2|1.0|297|40857790|0.6|0.8|0.7
2004|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|41497385|.|.|.
2005|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.9|1.2|1.0|302|42335376|0.6|0.8|0.7
2005|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|43019534|.|.|.
2006|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.7|0.9|0.8|268|43873126|0.5|0.7|0.6
2006|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|44602146|.|.|.
2006-2010|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.7|0.8|0.8|1283|233800497|0.5|0.6|0.5
2006-2010|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|238694501|.|.|.
2007|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.8|1.1|1.0|302|45969394|0.6|0.7|0.7
2007|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|46192955|.|.|.
2008|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.5|0.7|0.6|227|47555756|0.4|0.5|0.5
2008|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|47789785|.|.|.
2009|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.6|0.8|0.7|254|49080493|0.5|0.6|0.5
2009|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|49323387|.|.|.
2010|Hispanic|Male and Female|Kaposi Sarcoma|Incidence|0.6|0.8|0.7|237|50347107|0.4|0.5|0.5
2010|Hispanic|Male and Female|Kaposi Sarcoma|Mortality|.|.|.|.|50786228|.|.|.
1999|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|12.2|13.4|12.8|2145|32524339|6.3|6.9|6.6
1999|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.3|3.9|3.6|547|33934129|1.5|1.8|1.6
2000|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|12.1|13.2|12.7|2254|34529153|6.3|6.8|6.5
2000|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.2|3.8|3.5|567|35658334|1.5|1.7|1.6
2001|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|12.8|13.9|13.3|2566|36382120|6.8|7.3|7.1
2001|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.4|4.0|3.7|640|37140221|1.6|1.9|1.7
2002|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|12.9|14.0|13.5|2669|37701101|6.8|7.4|7.1
2002|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.4|4.0|3.7|659|38613475|1.6|1.8|1.7
2003|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|14.0|15.1|14.6|3096|39280356|7.6|8.2|7.9
2003|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.5|4.1|3.8|698|40045314|1.6|1.9|1.7
2004|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|13.9|15.0|14.4|3223|40857790|7.6|8.2|7.9
2004|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.5|4.1|3.8|763|41497385|1.7|2.0|1.8
2005|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|14.7|15.7|15.2|3535|42335376|8.1|8.6|8.3
2005|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.6|4.1|3.8|780|43019534|1.7|1.9|1.8
2006|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|14.8|15.8|15.3|3783|43873126|8.3|8.9|8.6
2006|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.1|3.7|3.4|733|44602146|1.5|1.8|1.6
2006-2010|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|15.2|15.7|15.4|21328|233800497|9.0|9.2|9.1
2006-2010|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.4|3.7|3.5|4232|238694501|1.7|1.8|1.8
2007|Hispanic|Male and Female|Kidney and Renal Pelvis|Incidence|15.2|16.2|15.7|4137|45969394|8.7|9.3|9.0
2007|Hispanic|Male and Female|Kidney and Renal Pelvis|Mortality|3.6|4.1|3.8|867|46192955|1.8|2.0|1.9
