AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
10-14|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|20307843|2009
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21819838|2009
5-9|3.1|4.9|3.9|77|IV(a) Neuroblastoma and ganglioneuroblastoma|19829550|2009
<1|49.7|64.9|56.9|224|IV(a) Neuroblastoma and ganglioneuroblastoma|3933652|2009
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15955735|2009
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20307843|2009
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21819838|2009
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19829550|2009
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3933652|2009
1-4|8.1|11.2|9.5|152|IX Soft tissue and other extraosseous sarcomas|15955735|2009
10-14|9.9|12.8|11.3|229|IX Soft tissue and other extraosseous sarcomas|20307843|2009
15-19|14.0|17.3|15.6|340|IX Soft tissue and other extraosseous sarcomas|21819838|2009
5-9|7.4|10.0|8.6|171|IX Soft tissue and other extraosseous sarcomas|19829550|2009
<1|16.6|25.9|20.8|82|IX Soft tissue and other extraosseous sarcomas|3933652|2009
1-4|4.9|7.3|6.0|96|IX(a) Rhabdomyosarcomas|15955735|2009
10-14|2.3|3.8|3.0|60|IX(a) Rhabdomyosarcomas|20307843|2009
15-19|2.7|4.3|3.4|75|IX(a) Rhabdomyosarcomas|21819838|2009
5-9|3.3|5.2|4.2|83|IX(a) Rhabdomyosarcomas|19829550|2009
<1|3.9|9.1|6.1|24|IX(a) Rhabdomyosarcomas|3933652|2009
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15955735|2009
10-14|0.7|1.6|1.1|22|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20307843|2009
15-19|1.6|2.9|2.2|47|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21819838|2009
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19829550|2009
<1|4.7|10.3|7.1|28|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3933652|2009
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15955735|2009
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20307843|2009
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21819838|2009
5-9|~|~|~|~|IX(c) Kaposi sarcoma|19829550|2009
<1|~|~|~|~|IX(c) Kaposi sarcoma|3933652|2009
1-4|1.5|3.0|2.1|34|IX(d) Other specified soft tissue sarcomas|15955735|2009
10-14|4.5|6.6|5.5|112|IX(d) Other specified soft tissue sarcomas|20307843|2009
15-19|6.6|9.0|7.7|169|IX(d) Other specified soft tissue sarcomas|21819838|2009
5-9|2.2|3.8|2.9|58|IX(d) Other specified soft tissue sarcomas|19829550|2009
<1|3.5|8.5|5.6|22|IX(d) Other specified soft tissue sarcomas|3933652|2009
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15955735|2009
10-14|1.2|2.4|1.7|35|IX(e) Unspecified soft tissue sarcomas|20307843|2009
15-19|1.4|2.6|1.9|42|IX(e) Unspecified soft tissue sarcomas|21819838|2009
5-9|0.5|1.4|0.9|18|IX(e) Unspecified soft tissue sarcomas|19829550|2009
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3933652|2009
1-4|~|~|~|~|Not classified by ICCC|15955735|2009
10-14|~|~|~|~|Not classified by ICCC|20307843|2009
15-19|~|~|~|~|Not classified by ICCC|21819838|2009
5-9|~|~|~|~|Not classified by ICCC|19829550|2009
<1|~|~|~|~|Not classified by ICCC|3933652|2009
1-4|6.7|9.5|8.0|128|V Retinoblastoma|15955735|2009
10-14|~|~|~|~|V Retinoblastoma|20307843|2009
15-19|~|~|~|~|V Retinoblastoma|21819838|2009
5-9|~|~|~|~|V Retinoblastoma|19829550|2009
<1|25.3|36.5|30.5|120|V Retinoblastoma|3933652|2009
1-4|18.6|23.1|20.7|331|VI Renal tumors|15955735|2009
10-14|0.9|2.0|1.4|28|VI Renal tumors|20307843|2009
15-19|1.3|2.5|1.8|40|VI Renal tumors|21819838|2009
5-9|5.0|7.2|6.1|120|VI Renal tumors|19829550|2009
<1|15.0|23.9|19.1|75|VI Renal tumors|3933652|2009
1-4|18.5|23.0|20.6|329|VI(a) Nephroblastoma and other nonepithelial renal tumors|15955735|2009
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20307843|2009
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21819838|2009
5-9|4.4|6.5|5.3|106|VI(a) Nephroblastoma and other nonepithelial renal tumors|19829550|2009
<1|14.1|22.8|18.0|71|VI(a) Nephroblastoma and other nonepithelial renal tumors|3933652|2009
1-4|~|~|~|~|VI(b) Renal carcinomas|15955735|2009
10-14|0.5|1.3|0.8|16|VI(b) Renal carcinomas|20307843|2009
15-19|0.9|2.0|1.4|30|VI(b) Renal carcinomas|21819838|2009
5-9|~|~|~|~|VI(b) Renal carcinomas|19829550|2009
<1|~|~|~|~|VI(b) Renal carcinomas|3933652|2009
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15955735|2009
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20307843|2009
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21819838|2009
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|19829550|2009
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3933652|2009
1-4|3.9|6.2|5.0|79|VII Hepatic tumors|15955735|2009
10-14|0.5|1.4|0.9|18|VII Hepatic tumors|20307843|2009
15-19|1.0|2.0|1.4|31|VII Hepatic tumors|21819838|2009
5-9|~|~|~|~|VII Hepatic tumors|19829550|2009
<1|4.9|10.6|7.4|29|VII Hepatic tumors|3933652|2009
1-4|3.7|5.9|4.7|75|VII(a) Hepatoblastoma|15955735|2009
10-14|~|~|~|~|VII(a) Hepatoblastoma|20307843|2009
15-19|~|~|~|~|VII(a) Hepatoblastoma|21819838|2009
5-9|~|~|~|~|VII(a) Hepatoblastoma|19829550|2009
<1|4.5|10.0|6.9|27|VII(a) Hepatoblastoma|3933652|2009
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15955735|2009
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20307843|2009
15-19|1.0|2.0|1.4|31|VII(b) Hepatic carcinomas|21819838|2009
5-9|~|~|~|~|VII(b) Hepatic carcinomas|19829550|2009
<1|~|~|~|~|VII(b) Hepatic carcinomas|3933652|2009
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15955735|2009
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20307843|2009
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21819838|2009
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19829550|2009
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3933652|2009
1-4|0.8|1.9|1.3|20|VIII Malignant bone tumors|15955735|2009
10-14|12.3|15.6|13.9|282|VIII Malignant bone tumors|20307843|2009
15-19|12.8|16.0|14.3|313|VIII Malignant bone tumors|21819838|2009
5-9|4.1|6.2|5.1|101|VIII Malignant bone tumors|19829550|2009
<1|~|~|~|~|VIII Malignant bone tumors|3933652|2009
1-4|~|~|~|~|VIII(a) Osteosarcomas|15955735|2009
10-14|7.1|9.7|8.3|169|VIII(a) Osteosarcomas|20307843|2009
15-19|6.8|9.2|7.9|173|VIII(a) Osteosarcomas|21819838|2009
5-9|2.3|3.8|3.0|59|VIII(a) Osteosarcomas|19829550|2009
<1|~|~|~|~|VIII(a) Osteosarcomas|3933652|2009
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15955735|2009
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20307843|2009
15-19|0.6|1.4|0.9|20|VIII(b) Chondrosarcomas|21819838|2009
5-9|~|~|~|~|VIII(b) Chondrosarcomas|19829550|2009
<1|~|~|~|~|VIII(b) Chondrosarcomas|3933652|2009
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15955735|2009
10-14|3.4|5.3|4.3|87|VIII(c) Ewing tumor and related sarcomas of bone|20307843|2009
15-19|3.7|5.6|4.6|100|VIII(c) Ewing tumor and related sarcomas of bone|21819838|2009
5-9|1.1|2.3|1.7|33|VIII(c) Ewing tumor and related sarcomas of bone|19829550|2009
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3933652|2009
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15955735|2009
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20307843|2009
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21819838|2009
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|19829550|2009
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3933652|2009
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15955735|2009
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20307843|2009
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21819838|2009
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19829550|2009
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3933652|2009
1-4|2.5|4.3|3.3|53|X Germ cell, trophoblastic tumors & neoplasms of gonads|15955735|2009
10-14|5.9|8.2|7.0|142|X Germ cell, trophoblastic tumors & neoplasms of gonads|20307843|2009
15-19|26.9|31.5|29.1|635|X Germ cell, trophoblastic tumors & neoplasms of gonads|21819838|2009
5-9|1.9|3.3|2.5|50|X Germ cell, trophoblastic tumors & neoplasms of gonads|19829550|2009
<1|15.9|25.0|20.1|79|X Germ cell, trophoblastic tumors & neoplasms of gonads|3933652|2009
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15955735|2009
10-14|1.6|3.0|2.2|45|X(a) Intracranial & intraspinal germ cell tumors|20307843|2009
15-19|1.8|3.2|2.4|53|X(a) Intracranial & intraspinal germ cell tumors|21819838|2009
5-9|0.8|1.9|1.3|25|X(a) Intracranial & intraspinal germ cell tumors|19829550|2009
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3933652|2009
1-4|0.9|2.1|1.4|22|X(b) Malignant extracranial & extragonadal germ cell tumors|15955735|2009
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20307843|2009
15-19|1.3|2.5|1.9|41|X(b) Malignant extracranial & extragonadal germ cell tumors|21819838|2009
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|19829550|2009
<1|7.1|13.6|9.9|39|X(b) Malignant extracranial & extragonadal germ cell tumors|3933652|2009
1-4|1.2|2.6|1.8|29|X(c) Malignant gonadal germ cell tumors|15955735|2009
10-14|3.2|5.0|4.0|81|X(c) Malignant gonadal germ cell tumors|20307843|2009
15-19|20.0|24.0|22.0|479|X(c) Malignant gonadal germ cell tumors|21819838|2009
5-9|0.6|1.5|1.0|19|X(c) Malignant gonadal germ cell tumors|19829550|2009
<1|5.1|10.9|7.6|30|X(c) Malignant gonadal germ cell tumors|3933652|2009
1-4|~|~|~|~|X(d) Gonadal carcinomas|15955735|2009
10-14|~|~|~|~|X(d) Gonadal carcinomas|20307843|2009
15-19|1.4|2.6|1.9|42|X(d) Gonadal carcinomas|21819838|2009
5-9|~|~|~|~|X(d) Gonadal carcinomas|19829550|2009
<1|~|~|~|~|X(d) Gonadal carcinomas|3933652|2009
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15955735|2009
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20307843|2009
15-19|0.6|1.4|0.9|20|X(e) Other and unspecified malignant gonadal tumors|21819838|2009
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19829550|2009
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3933652|2009
1-4|0.9|2.2|1.4|23|XI Other malignant epithelial neoplasms and malignant melanomas|15955735|2009
10-14|13.0|16.3|14.6|296|XI Other malignant epithelial neoplasms and malignant melanomas|20307843|2009
15-19|46.8|52.8|49.7|1085|XI Other malignant epithelial neoplasms and malignant melanomas|21819838|2009
5-9|3.0|4.7|3.8|75|XI Other malignant epithelial neoplasms and malignant melanomas|19829550|2009
<1|4.7|10.3|7.1|28|XI Other malignant epithelial neoplasms and malignant melanomas|3933652|2009
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15955735|2009
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20307843|2009
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21819838|2009
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|19829550|2009
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3933652|2009
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15955735|2009
10-14|5.7|8.0|6.7|137|XI(b) Thyroid carcinomas|20307843|2009
15-19|21.9|26.1|23.9|522|XI(b) Thyroid carcinomas|21819838|2009
5-9|0.9|2.0|1.4|27|XI(b) Thyroid carcinomas|19829550|2009
<1|~|~|~|~|XI(b) Thyroid carcinomas|3933652|2009
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15955735|2009
10-14|0.6|1.6|1.0|21|XI(c) Nasopharyngeal carcinomas|20307843|2009
15-19|1.0|2.1|1.5|32|XI(c) Nasopharyngeal carcinomas|21819838|2009
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|19829550|2009
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3933652|2009
1-4|~|~|~|~|XI(d) Malignant melanomas|15955735|2009
10-14|1.7|3.0|2.3|46|XI(d) Malignant melanomas|20307843|2009
15-19|10.5|13.5|11.9|260|XI(d) Malignant melanomas|21819838|2009
5-9|0.9|2.0|1.4|27|XI(d) Malignant melanomas|19829550|2009
<1|2.7|7.2|4.6|18|XI(d) Malignant melanomas|3933652|2009
1-4|~|~|~|~|XI(e) Skin carcinomas|15955735|2009
10-14|~|~|~|~|XI(e) Skin carcinomas|20307843|2009
15-19|~|~|~|~|XI(e) Skin carcinomas|21819838|2009
5-9|~|~|~|~|XI(e) Skin carcinomas|19829550|2009
<1|~|~|~|~|XI(e) Skin carcinomas|3933652|2009
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15955735|2009
10-14|3.2|5.0|4.0|82|XI(f) Other and unspecified carcinomas|20307843|2009
15-19|10.5|13.5|11.9|260|XI(f) Other and unspecified carcinomas|21819838|2009
5-9|0.5|1.4|0.9|18|XI(f) Other and unspecified carcinomas|19829550|2009
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3933652|2009
1-4|0.6|1.6|1.0|16|XII Other and unspecified malignant neoplasms|15955735|2009
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20307843|2009
15-19|0.8|1.8|1.2|27|XII Other and unspecified malignant neoplasms|21819838|2009
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|19829550|2009
<1|2.3|6.6|4.1|16|XII Other and unspecified malignant neoplasms|3933652|2009
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15955735|2009
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20307843|2009
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21819838|2009
5-9|~|~|~|~|XII(a) Other specified malignant tumors|19829550|2009
<1|~|~|~|~|XII(a) Other specified malignant tumors|3933652|2009
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15955735|2009
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20307843|2009
15-19|0.5|1.2|0.8|17|XII(b) Other unspecified malignant tumors|21819838|2009
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|19829550|2009
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3933652|2009
1-4|219.8|234.7|227.2|3588|All ICCC Groups Combined|15793957|2010
10-14|130.3|140.5|135.3|2724|All ICCC Groups Combined|20130192|2010
15-19|202.3|214.6|208.4|4462|All ICCC Groups Combined|21410166|2010
5-9|121.2|131.2|126.1|2495|All ICCC Groups Combined|19780537|2010
<1|245.9|278.5|261.8|1007|All ICCC Groups Combined|3846294|2010
1-4|87.6|97.2|92.3|1458|I Leukemias, myeloproliferative & myelodysplastic diseases|15793957|2010
10-14|30.6|35.7|33.1|666|I Leukemias, myeloproliferative & myelodysplastic diseases|20130192|2010
15-19|29.7|34.5|32.0|686|I Leukemias, myeloproliferative & myelodysplastic diseases|21410166|2010
5-9|40.4|46.2|43.2|855|I Leukemias, myeloproliferative & myelodysplastic diseases|19780537|2010
<1|46.3|61.1|53.3|205|I Leukemias, myeloproliferative & myelodysplastic diseases|3846294|2010
1-4|71.5|80.1|75.7|1196|I(a) Lymphoid leukemias|15793957|2010
10-14|19.5|23.6|21.5|432|I(a) Lymphoid leukemias|20130192|2010
15-19|13.5|16.9|15.1|324|I(a) Lymphoid leukemias|21410166|2010
5-9|33.8|39.2|36.4|720|I(a) Lymphoid leukemias|19780537|2010
<1|13.0|21.5|16.9|65|I(a) Lymphoid leukemias|3846294|2010
1-4|8.3|11.4|9.8|154|I(b) Acute myeloid leukemias|15793957|2010
10-14|5.5|7.8|6.6|133|I(b) Acute myeloid leukemias|20130192|2010
15-19|8.5|11.2|9.8|209|I(b) Acute myeloid leukemias|21410166|2010
5-9|2.8|4.6|3.6|72|I(b) Acute myeloid leukemias|19780537|2010
<1|16.0|25.3|20.3|78|I(b) Acute myeloid leukemias|3846294|2010
1-4|1.2|2.6|1.8|28|I(c) Chronic myeloproliferative diseases|15793957|2010
10-14|1.8|3.2|2.4|48|I(c) Chronic myeloproliferative diseases|20130192|2010
15-19|3.5|5.3|4.3|93|I(c) Chronic myeloproliferative diseases|21410166|2010
5-9|0.7|1.7|1.1|22|I(c) Chronic myeloproliferative diseases|19780537|2010
<1|3.0|7.7|4.9|19|I(c) Chronic myeloproliferative diseases|3846294|2010
1-4|1.5|3.1|2.2|35|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15793957|2010
10-14|0.9|2.0|1.4|28|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20130192|2010
15-19|1.0|2.1|1.5|32|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21410166|2010
5-9|0.8|1.8|1.2|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19780537|2010
<1|4.6|10.2|7.0|27|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3846294|2010
1-4|2.1|3.8|2.8|45|I(e) Unspecified and other specified leukemias|15793957|2010
10-14|0.8|1.8|1.2|25|I(e) Unspecified and other specified leukemias|20130192|2010
15-19|0.9|1.9|1.3|28|I(e) Unspecified and other specified leukemias|21410166|2010
5-9|0.5|1.4|0.9|17|I(e) Unspecified and other specified leukemias|19780537|2010
<1|2.4|6.8|4.2|16|I(e) Unspecified and other specified leukemias|3846294|2010
1-4|13.5|17.4|15.3|242|II Lymphomas and reticuloendothelial neoplasms|15793957|2010
10-14|21.9|26.3|24.0|484|II Lymphomas and reticuloendothelial neoplasms|20130192|2010
15-19|45.7|51.6|48.6|1040|II Lymphomas and reticuloendothelial neoplasms|21410166|2010
5-9|16.0|19.8|17.8|352|II Lymphomas and reticuloendothelial neoplasms|19780537|2010
<1|13.3|21.8|17.2|66|II Lymphomas and reticuloendothelial neoplasms|3846294|2010
1-4|~|~|~|~|II(a) Hodgkin lymphomas|15793957|2010
10-14|9.7|12.7|11.1|224|II(a) Hodgkin lymphomas|20130192|2010
15-19|28.9|33.7|31.2|669|II(a) Hodgkin lymphomas|21410166|2010
5-9|3.0|4.8|3.8|76|II(a) Hodgkin lymphomas|19780537|2010
<1|~|~|~|~|II(a) Hodgkin lymphomas|3846294|2010
1-4|4.1|6.4|5.2|82|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15793957|2010
10-14|7.1|9.7|8.3|168|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20130192|2010
15-19|11.5|14.6|12.9|277|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21410166|2010
5-9|6.6|9.1|7.7|153|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19780537|2010
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3846294|2010
1-4|1.4|2.9|2.0|32|II(c) Burkitt lymphoma|15793957|2010
10-14|1.7|3.1|2.3|47|II(c) Burkitt lymphoma|20130192|2010
15-19|1.7|3.0|2.2|48|II(c) Burkitt lymphoma|21410166|2010
5-9|2.5|4.1|3.2|64|II(c) Burkitt lymphoma|19780537|2010
<1|~|~|~|~|II(c) Burkitt lymphoma|3846294|2010
1-4|5.9|8.6|7.2|113|II(d) Miscellaneous lymphoreticular neoplasms|15793957|2010
10-14|1.4|2.7|2.0|40|II(d) Miscellaneous lymphoreticular neoplasms|20130192|2010
15-19|0.8|1.8|1.3|27|II(d) Miscellaneous lymphoreticular neoplasms|21410166|2010
5-9|2.2|3.7|2.9|57|II(d) Miscellaneous lymphoreticular neoplasms|19780537|2010
<1|9.4|16.8|12.7|49|II(d) Miscellaneous lymphoreticular neoplasms|3846294|2010
1-4|~|~|~|~|II(e) Unspecified lymphomas|15793957|2010
10-14|~|~|~|~|II(e) Unspecified lymphomas|20130192|2010
15-19|0.5|1.4|0.9|19|II(e) Unspecified lymphomas|21410166|2010
5-9|~|~|~|~|II(e) Unspecified lymphomas|19780537|2010
<1|~|~|~|~|II(e) Unspecified lymphomas|3846294|2010
1-4|41.3|47.9|44.5|703|III CNS and misc intracranial and intraspinal neoplasms|15793957|2010
10-14|24.0|28.5|26.2|527|III CNS and misc intracranial and intraspinal neoplasms|20130192|2010
15-19|17.6|21.3|19.4|415|III CNS and misc intracranial and intraspinal neoplasms|21410166|2010
5-9|31.5|36.6|34.0|672|III CNS and misc intracranial and intraspinal neoplasms|19780537|2010
<1|26.8|38.4|32.2|124|III CNS and misc intracranial and intraspinal neoplasms|3846294|2010
1-4|5.6|8.3|6.8|108|III(a) Ependymomas and choroid plexus tumor|15793957|2010
10-14|0.8|1.9|1.3|26|III(a) Ependymomas and choroid plexus tumor|20130192|2010
15-19|1.0|2.1|1.4|31|III(a) Ependymomas and choroid plexus tumor|21410166|2010
5-9|1.4|2.6|1.9|38|III(a) Ependymomas and choroid plexus tumor|19780537|2010
<1|~|~|~|~|III(a) Ependymomas and choroid plexus tumor|3846294|2010
1-4|18.4|22.9|20.6|325|III(b) Astrocytomas|15793957|2010
10-14|12.7|16.0|14.3|287|III(b) Astrocytomas|20130192|2010
15-19|9.9|12.8|11.3|242|III(b) Astrocytomas|21410166|2010
5-9|15.6|19.3|17.4|344|III(b) Astrocytomas|19780537|2010
<1|9.9|17.4|13.3|51|III(b) Astrocytomas|3846294|2010
1-4|9.6|12.9|11.1|176|III(c) Intracranial and intraspinal embryonal tumors|15793957|2010
10-14|3.7|5.6|4.6|92|III(c) Intracranial and intraspinal embryonal tumors|20130192|2010
15-19|1.7|3.0|2.3|49|III(c) Intracranial and intraspinal embryonal tumors|21410166|2010
5-9|5.4|7.7|6.5|128|III(c) Intracranial and intraspinal embryonal tumors|19780537|2010
<1|7.9|14.8|10.9|42|III(c) Intracranial and intraspinal embryonal tumors|3846294|2010
1-4|4.1|6.4|5.1|81|III(d) Other gliomas|15793957|2010
10-14|4.0|5.9|4.9|98|III(d) Other gliomas|20130192|2010
15-19|2.9|4.6|3.7|79|III(d) Other gliomas|21410166|2010
5-9|6.0|8.4|7.1|141|III(d) Other gliomas|19780537|2010
<1|~|~|~|~|III(d) Other gliomas|3846294|2010
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15793957|2010
10-14|0.5|1.3|0.8|16|III(e) Other specified intracranial & intraspinal neoplasms|20130192|2010
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21410166|2010
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|19780537|2010
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3846294|2010
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15793957|2010
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20130192|2010
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21410166|2010
