AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Glioblastoma|2005|~|~|~
20+|4.4|4.6|4.5|Malignant|9321|204277973|Male and Female|Glioblastoma|2005|4.5|4.7|4.6
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Glioblastoma|2006|~|~|~
20+|4.3|4.5|4.4|Malignant|9422|206695520|Male and Female|Glioblastoma|2006|4.5|4.7|4.6
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Glioblastoma|2006-2010|~|~|~
20+|4.4|4.5|4.4|Malignant|48723|1046796686|Male and Female|Glioblastoma|2006-2010|4.6|4.7|4.7
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Glioblastoma|2007|~|~|~
20+|4.4|4.6|4.5|Malignant|9998|214708498|Male and Female|Glioblastoma|2007|4.6|4.7|4.7
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Glioblastoma|2008|~|~|~
20+|4.4|4.6|4.5|Malignant|10211|217163688|Male and Female|Glioblastoma|2008|4.6|4.8|4.7
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Glioblastoma|2009|~|~|~
20+|4.3|4.5|4.4|Malignant|10206|219643708|Male and Female|Glioblastoma|2009|4.6|4.7|4.6
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Glioblastoma|2010|~|~|~
20+|4.3|4.4|4.3|Malignant|10232|220136827|Male and Female|Glioblastoma|2010|4.6|4.7|4.6
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Glioma malignant, NOS|2004|~|~|~
20+|0.4|0.4|0.4|Malignant|805|201940510|Male and Female|Glioma malignant, NOS|2004|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Glioma malignant, NOS|2005|~|~|~
20+|0.4|0.4|0.4|Malignant|794|204277973|Male and Female|Glioma malignant, NOS|2005|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Glioma malignant, NOS|2006|~|~|~
20+|0.4|0.4|0.4|Malignant|816|206695520|Male and Female|Glioma malignant, NOS|2006|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|79|1046796686|Male and Female|Glioma malignant, NOS|2006-2010|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|4052|1046796686|Male and Female|Glioma malignant, NOS|2006-2010|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Glioma malignant, NOS|2007|~|~|~
20+|0.4|0.4|0.4|Malignant|850|214708498|Male and Female|Glioma malignant, NOS|2007|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|19|217163688|Male and Female|Glioma malignant, NOS|2008|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|876|217163688|Male and Female|Glioma malignant, NOS|2008|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|19|219643708|Male and Female|Glioma malignant, NOS|2009|0.0|0.0|0.0
20+|0.4|0.4|0.4|Malignant|915|219643708|Male and Female|Glioma malignant, NOS|2009|0.4|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|16|220136827|Male and Female|Glioma malignant, NOS|2010|0.0|0.0|0.0
20+|0.3|0.4|0.3|Malignant|750|220136827|Male and Female|Glioma malignant, NOS|2010|0.3|0.4|0.3
20+|0.2|0.2|0.2|Benign/Borderline|423|201940510|Male and Female|Hemangioblastoma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|201940510|Male and Female|Hemangioblastoma|2004|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|481|204277973|Male and Female|Hemangioblastoma|2005|0.2|0.3|0.2
20+|~|~|~|Malignant|~|204277973|Male and Female|Hemangioblastoma|2005|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|464|206695520|Male and Female|Hemangioblastoma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|206695520|Male and Female|Hemangioblastoma|2006|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|2322|1046796686|Male and Female|Hemangioblastoma|2006-2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|18|1046796686|Male and Female|Hemangioblastoma|2006-2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|449|214708498|Male and Female|Hemangioblastoma|2007|0.2|0.2|0.2
20+|~|~|~|Malignant|~|214708498|Male and Female|Hemangioblastoma|2007|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|510|217163688|Male and Female|Hemangioblastoma|2008|0.2|0.3|0.2
20+|~|~|~|Malignant|~|217163688|Male and Female|Hemangioblastoma|2008|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|469|219643708|Male and Female|Hemangioblastoma|2009|0.2|0.2|0.2
20+|~|~|~|Malignant|~|219643708|Male and Female|Hemangioblastoma|2009|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|485|220136827|Male and Female|Hemangioblastoma|2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|220136827|Male and Female|Hemangioblastoma|2010|~|~|~
20+|0.1|0.2|0.2|Benign/Borderline|333|201940510|Male and Female|Hemangioma|2004|0.1|0.2|0.2
20+|~|~|~|Malignant|~|201940510|Male and Female|Hemangioma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|429|204277973|Male and Female|Hemangioma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|204277973|Male and Female|Hemangioma|2005|~|~|~
20+|0.2|0.3|0.2|Benign/Borderline|489|206695520|Male and Female|Hemangioma|2006|0.2|0.3|0.2
20+|~|~|~|Malignant|~|206695520|Male and Female|Hemangioma|2006|~|~|~
20+|0.3|0.3|0.3|Benign/Borderline|3490|1046796686|Male and Female|Hemangioma|2006-2010|0.3|0.3|0.3
20+|0.0|0.0|0.0|Malignant|24|1046796686|Male and Female|Hemangioma|2006-2010|0.0|0.0|0.0
20+|0.2|0.3|0.3|Benign/Borderline|584|214708498|Male and Female|Hemangioma|2007|0.3|0.3|0.3
20+|~|~|~|Malignant|~|214708498|Male and Female|Hemangioma|2007|~|~|~
20+|0.3|0.4|0.3|Benign/Borderline|714|217163688|Male and Female|Hemangioma|2008|0.3|0.4|0.3
20+|~|~|~|Malignant|~|217163688|Male and Female|Hemangioma|2008|~|~|~
20+|0.3|0.4|0.4|Benign/Borderline|827|219643708|Male and Female|Hemangioma|2009|0.4|0.4|0.4
20+|~|~|~|Malignant|~|219643708|Male and Female|Hemangioma|2009|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|950|220136827|Male and Female|Hemangioma|2010|0.4|0.5|0.4
20+|~|~|~|Malignant|~|220136827|Male and Female|Hemangioma|2010|~|~|~
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Local Extensions from Regional Tumors|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|48|201940510|Male and Female|Local Extensions from Regional Tumors|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Local Extensions from Regional Tumors|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|43|204277973|Male and Female|Local Extensions from Regional Tumors|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Local Extensions from Regional Tumors|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|50|206695520|Male and Female|Local Extensions from Regional Tumors|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Local Extensions from Regional Tumors|2006-2010|~|~|~
20+|0.0|0.0|0.0|Malignant|236|1046796686|Male and Female|Local Extensions from Regional Tumors|2006-2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Local Extensions from Regional Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|46|214708498|Male and Female|Local Extensions from Regional Tumors|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Local Extensions from Regional Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|51|217163688|Male and Female|Local Extensions from Regional Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Local Extensions from Regional Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|49|219643708|Male and Female|Local Extensions from Regional Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Local Extensions from Regional Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|45|220136827|Male and Female|Local Extensions from Regional Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
20+|0.6|0.7|0.6|Malignant|1281|201940510|Male and Female|Lymphomas and Hematopoietic Neoplasms|2004|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
20+|0.6|0.7|0.7|Malignant|1379|204277973|Male and Female|Lymphomas and Hematopoietic Neoplasms|2005|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
20+|0.6|0.7|0.7|Malignant|1380|206695520|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006-2010|~|~|~
20+|0.6|0.6|0.6|Malignant|6783|1046796686|Male and Female|Lymphomas and Hematopoietic Neoplasms|2006-2010|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
20+|0.6|0.6|0.6|Malignant|1330|214708498|Male and Female|Lymphomas and Hematopoietic Neoplasms|2007|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
20+|0.6|0.7|0.7|Malignant|1437|217163688|Male and Female|Lymphomas and Hematopoietic Neoplasms|2008|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
20+|0.6|0.6|0.6|Malignant|1381|219643708|Male and Female|Lymphomas and Hematopoietic Neoplasms|2009|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
20+|0.6|0.7|0.6|Malignant|1428|220136827|Male and Female|Lymphomas and Hematopoietic Neoplasms|2010|0.6|0.7|0.6
20+|8.5|8.8|8.6|Benign/Borderline|17589|201940510|Male and Female|Meningioma|2004|8.6|8.8|8.7
20+|0.2|0.2|0.2|Malignant|434|201940510|Male and Female|Meningioma|2004|0.2|0.2|0.2
20+|9.5|9.8|9.6|Benign/Borderline|19918|204277973|Male and Female|Meningioma|2005|9.6|9.9|9.8
20+|0.2|0.2|0.2|Malignant|421|204277973|Male and Female|Meningioma|2005|0.2|0.2|0.2
20+|9.9|10.1|10.0|Benign/Borderline|21031|206695520|Male and Female|Meningioma|2006|10.0|10.3|10.2
20+|0.2|0.2|0.2|Malignant|386|206695520|Male and Female|Meningioma|2006|0.2|0.2|0.2
20+|10.3|10.5|10.4|Benign/Borderline|112467|1046796686|Male and Female|Meningioma|2006-2010|10.7|10.8|10.7
20+|0.2|0.2|0.2|Malignant|1741|1046796686|Male and Female|Meningioma|2006-2010|0.2|0.2|0.2
20+|10.0|10.2|10.1|Benign/Borderline|22246|214708498|Male and Female|Meningioma|2007|10.2|10.5|10.4
20+|0.2|0.2|0.2|Malignant|436|214708498|Male and Female|Meningioma|2007|0.2|0.2|0.2
20+|10.4|10.7|10.5|Benign/Borderline|23632|217163688|Male and Female|Meningioma|2008|10.7|11.0|10.9
20+|0.1|0.2|0.2|Malignant|348|217163688|Male and Female|Meningioma|2008|0.1|0.2|0.2
20+|10.8|11.1|11.0|Benign/Borderline|25069|219643708|Male and Female|Meningioma|2009|11.3|11.6|11.4
20+|0.1|0.2|0.1|Malignant|331|219643708|Male and Female|Meningioma|2009|0.1|0.2|0.2
20+|10.0|10.3|10.2|Benign/Borderline|23403|220136827|Male and Female|Meningioma|2010|10.5|10.8|10.6
20+|0.1|0.1|0.1|Malignant|283|220136827|Male and Female|Meningioma|2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Mixed glioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|456|201940510|Male and Female|Mixed glioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Mixed glioma|2005|~|~|~
20+|0.2|0.3|0.3|Malignant|535|204277973|Male and Female|Mixed glioma|2005|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Mixed glioma|2006|~|~|~
20+|0.3|0.3|0.3|Malignant|595|206695520|Male and Female|Mixed glioma|2006|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Mixed glioma|2006-2010|~|~|~
20+|0.3|0.3|0.3|Malignant|2814|1046796686|Male and Female|Mixed glioma|2006-2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Mixed glioma|2007|~|~|~
20+|0.2|0.3|0.3|Malignant|557|214708498|Male and Female|Mixed glioma|2007|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Mixed glioma|2008|~|~|~
20+|0.2|0.3|0.3|Malignant|557|217163688|Male and Female|Mixed glioma|2008|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Mixed glioma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|631|219643708|Male and Female|Mixed glioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Mixed glioma|2010|~|~|~
20+|0.2|0.3|0.3|Malignant|554|220136827|Male and Female|Mixed glioma|2010|0.2|0.3|0.3
20+|0.5|0.6|0.6|Benign/Borderline|1135|201940510|Male and Female|Neoplasm, unspecified|2004|0.5|0.6|0.6
20+|0.6|0.7|0.6|Malignant|1281|201940510|Male and Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.7|0.7|Benign/Borderline|1432|204277973|Male and Female|Neoplasm, unspecified|2005|0.7|0.7|0.7
20+|0.6|0.7|0.6|Malignant|1301|204277973|Male and Female|Neoplasm, unspecified|2005|0.6|0.7|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1333|206695520|Male and Female|Neoplasm, unspecified|2006|0.6|0.7|0.6
20+|0.6|0.6|0.6|Malignant|1251|206695520|Male and Female|Neoplasm, unspecified|2006|0.6|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|6663|1046796686|Male and Female|Neoplasm, unspecified|2006-2010|0.6|0.7|0.6
20+|0.6|0.6|0.6|Malignant|6161|1046796686|Male and Female|Neoplasm, unspecified|2006-2010|0.6|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1351|214708498|Male and Female|Neoplasm, unspecified|2007|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|1215|214708498|Male and Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1363|217163688|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.6
20+|0.6|0.6|0.6|Malignant|1363|217163688|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1433|219643708|Male and Female|Neoplasm, unspecified|2009|0.6|0.7|0.7
20+|0.6|0.6|0.6|Malignant|1395|219643708|Male and Female|Neoplasm, unspecified|2009|0.6|0.7|0.6
20+|0.5|0.6|0.6|Benign/Borderline|1281|220136827|Male and Female|Neoplasm, unspecified|2010|0.6|0.6|0.6
20+|0.5|0.5|0.5|Malignant|1122|220136827|Male and Female|Neoplasm, unspecified|2010|0.5|0.5|0.5
20+|2.1|2.2|2.2|Benign/Borderline|4444|201940510|Male and Female|Nerve sheath, benign and malignant|2004|2.1|2.3|2.2
20+|0.0|0.0|0.0|Malignant|46|201940510|Male and Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|5029|204277973|Male and Female|Nerve sheath, benign and malignant|2005|2.4|2.5|2.5
20+|0.0|0.0|0.0|Malignant|51|204277973|Male and Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.3|2.5|2.4|Benign/Borderline|5057|206695520|Male and Female|Nerve sheath, benign and malignant|2006|2.4|2.5|2.4
20+|0.0|0.0|0.0|Malignant|40|206695520|Male and Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.3|2.3|2.3|Benign/Borderline|24756|1046796686|Male and Female|Nerve sheath, benign and malignant|2006-2010|2.3|2.4|2.4
20+|0.0|0.0|0.0|Malignant|226|1046796686|Male and Female|Nerve sheath, benign and malignant|2006-2010|0.0|0.0|0.0
20+|2.3|2.4|2.3|Benign/Borderline|5172|214708498|Male and Female|Nerve sheath, benign and malignant|2007|2.3|2.5|2.4
20+|0.0|0.0|0.0|Malignant|60|214708498|Male and Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.2|2.4|2.3|Benign/Borderline|5197|217163688|Male and Female|Nerve sheath, benign and malignant|2008|2.3|2.5|2.4
20+|0.0|0.0|0.0|Malignant|49|217163688|Male and Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.3|2.4|2.3|Benign/Borderline|5300|219643708|Male and Female|Nerve sheath, benign and malignant|2009|2.3|2.5|2.4
20+|0.0|0.0|0.0|Malignant|36|219643708|Male and Female|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.0|2.1|2.1|Benign/Borderline|4779|220136827|Male and Female|Nerve sheath, benign and malignant|2010|2.1|2.2|2.2
20+|0.0|0.0|0.0|Malignant|43|220136827|Male and Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|47|201940510|Male and Female|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|38|204277973|Male and Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|38|206695520|Male and Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|30|1046796686|Male and Female|Neuroepithelial|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|217|1046796686|Male and Female|Neuroepithelial|2006-2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|51|214708498|Male and Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|44|217163688|Male and Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|41|219643708|Male and Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|50|220136827|Male and Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|290|201940510|Male and Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|36|201940510|Male and Female|Neuronal/glial, neuronal|2004|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|339|204277973|Male and Female|Neuronal/glial, neuronal|2005|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|54|204277973|Male and Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|351|206695520|Male and Female|Neuronal/glial, neuronal|2006|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|39|206695520|Male and Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|1900|1046796686|Male and Female|Neuronal/glial, neuronal|2006-2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|193|1046796686|Male and Female|Neuronal/glial, neuronal|2006-2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|364|214708498|Male and Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|45|214708498|Male and Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|392|217163688|Male and Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|46|217163688|Male and Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|415|219643708|Male and Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|36|219643708|Male and Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|433|220136827|Male and Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|30|220136827|Male and Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Oligodendroglioma|2004|~|~|~
20+|0.4|0.4|0.4|Malignant|764|201940510|Male and Female|Oligodendroglioma|2004|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.4|Malignant|741|204277973|Male and Female|Oligodendroglioma|2005|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Oligodendroglioma|2006|~|~|~
20+|0.3|0.4|0.4|Malignant|762|206695520|Male and Female|Oligodendroglioma|2006|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Oligodendroglioma|2006-2010|~|~|~
20+|0.3|0.4|0.4|Malignant|3655|1046796686|Male and Female|Oligodendroglioma|2006-2010|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.4|Malignant|769|214708498|Male and Female|Oligodendroglioma|2007|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.3|Malignant|723|217163688|Male and Female|Oligodendroglioma|2008|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.4|0.4|Malignant|776|219643708|Male and Female|Oligodendroglioma|2009|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.4|0.3|Malignant|732|220136827|Male and Female|Oligodendroglioma|2010|0.3|0.4|0.3
20+|0.1|0.1|0.1|Benign/Borderline|142|201940510|Male and Female|Other mesenchymal|2004|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|47|201940510|Male and Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|146|204277973|Male and Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|55|204277973|Male and Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|144|206695520|Male and Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|51|206695520|Male and Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|813|1046796686|Male and Female|Other mesenchymal|2006-2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|324|1046796686|Male and Female|Other mesenchymal|2006-2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|160|214708498|Male and Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|66|214708498|Male and Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|195|217163688|Male and Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|85|217163688|Male and Female|Other mesenchymal|2008|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|184|219643708|Male and Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|68|219643708|Male and Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|156|220136827|Male and Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|62|220136827|Male and Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|256|201940510|Male and Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|290|204277973|Male and Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|285|206695520|Male and Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Pilocytic astrocytoma|2006-2010|~|~|~
20+|0.1|0.1|0.1|Malignant|1359|1046796686|Male and Female|Pilocytic astrocytoma|2006-2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Pilocytic astrocytoma|2007|~|~|~
