AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|0.4|0.6|0.5|94|Incidence|18639099|Soft Tissue|2004
<1|2.6|3.7|3.1|120|Incidence|3842951|Soft Tissue|2004
1-4|0.2|0.3|0.3|41|Mortality|15913007|Acute Lymphocytic|2005
10-14|0.3|0.5|0.4|79|Mortality|21212579|Acute Lymphocytic|2005
15-19|0.3|0.5|0.4|79|Mortality|21486214|Acute Lymphocytic|2005
5-9|0.3|0.4|0.3|64|Mortality|19389067|Acute Lymphocytic|2005
<1|~|~|~|~|Mortality|4004393|Acute Lymphocytic|2005
1-4|6.9|7.8|7.4|1121|Incidence|15239198|Acute Lymphocytic|2005
10-14|1.7|2.1|1.9|377|Incidence|20325535|Acute Lymphocytic|2005
15-19|1.4|1.7|1.5|316|Incidence|20568825|Acute Lymphocytic|2005
5-9|2.9|3.4|3.2|591|Incidence|18574692|Acute Lymphocytic|2005
<1|1.5|2.4|1.9|74|Incidence|3833673|Acute Lymphocytic|2005
1-4|0.3|0.5|0.4|60|Mortality|15913007|Acute Myeloid|2005
10-14|0.2|0.3|0.2|44|Mortality|21212579|Acute Myeloid|2005
15-19|0.3|0.4|0.3|75|Mortality|21486214|Acute Myeloid|2005
5-9|0.1|0.2|0.1|29|Mortality|19389067|Acute Myeloid|2005
<1|~|~|~|~|Mortality|4004393|Acute Myeloid|2005
1-4|0.7|1.0|0.9|130|Incidence|15239198|Acute Myeloid|2005
10-14|0.5|0.7|0.6|120|Incidence|20325535|Acute Myeloid|2005
15-19|0.6|0.8|0.7|144|Incidence|20568825|Acute Myeloid|2005
5-9|0.3|0.5|0.4|70|Incidence|18574692|Acute Myeloid|2005
<1|1.0|1.8|1.4|52|Incidence|3833673|Acute Myeloid|2005
1-4|~|~|~|~|Mortality|15913007|Bones and Joints|2005
10-14|0.2|0.4|0.3|67|Mortality|21212579|Bones and Joints|2005
15-19|0.5|0.7|0.6|124|Mortality|21486214|Bones and Joints|2005
5-9|0.1|0.1|0.1|17|Mortality|19389067|Bones and Joints|2005
<1|~|~|~|~|Mortality|4004393|Bones and Joints|2005
1-4|0.1|0.3|0.2|31|Incidence|15239198|Bones and Joints|2005
10-14|1.1|1.4|1.3|261|Incidence|20325535|Bones and Joints|2005
15-19|1.3|1.7|1.5|311|Incidence|20568825|Bones and Joints|2005
5-9|0.5|0.7|0.6|110|Incidence|18574692|Bones and Joints|2005
<1|~|~|~|~|Incidence|3833673|Bones and Joints|2005
1-4|0.6|0.9|0.8|120|Mortality|15913007|Leukemia|2005
10-14|0.6|0.8|0.7|150|Mortality|21212579|Leukemia|2005
15-19|0.9|1.2|1.0|223|Mortality|21486214|Leukemia|2005
5-9|0.5|0.8|0.6|125|Mortality|19389067|Leukemia|2005
<1|0.3|0.8|0.5|22|Mortality|4004393|Leukemia|2005
1-4|8.2|9.1|8.7|1320|Incidence|15239198|Leukemia|2005
10-14|2.6|3.1|2.8|572|Incidence|20325535|Leukemia|2005
15-19|2.5|3.0|2.7|565|Incidence|20568825|Leukemia|2005
5-9|3.5|4.1|3.8|704|Incidence|18574692|Leukemia|2005
<1|3.8|5.1|4.4|169|Incidence|3833673|Leukemia|2005
1-4|0.7|0.9|0.8|127|Mortality|15913007|Other|2005
10-14|0.3|0.5|0.4|82|Mortality|21212579|Other|2005
15-19|0.5|0.7|0.6|120|Mortality|21486214|Other|2005
5-9|0.4|0.6|0.5|90|Mortality|19389067|Other|2005
<1|0.3|0.7|0.5|19|Mortality|4004393|Other|2005
1-4|4.2|4.8|4.5|683|Incidence|15239198|Other|2005
10-14|2.6|3.1|2.8|575|Incidence|20325535|Other|2005
15-19|8.6|9.4|9.0|1843|Incidence|20568825|Other|2005
5-9|1.4|1.8|1.6|299|Incidence|18574692|Other|2005
<1|10.2|12.3|11.2|430|Incidence|3833673|Other|2005
1-4|0.1|0.2|0.1|21|Mortality|15913007|Soft Tissue|2005
10-14|0.1|0.2|0.2|35|Mortality|21212579|Soft Tissue|2005
15-19|0.3|0.5|0.4|80|Mortality|21486214|Soft Tissue|2005
5-9|0.1|0.2|0.1|21|Mortality|19389067|Soft Tissue|2005
<1|~|~|~|~|Mortality|4004393|Soft Tissue|2005
1-4|0.9|1.2|1.0|157|Incidence|15239198|Soft Tissue|2005
10-14|0.7|0.9|0.8|157|Incidence|20325535|Soft Tissue|2005
15-19|1.0|1.3|1.2|245|Incidence|20568825|Soft Tissue|2005
5-9|0.5|0.8|0.6|117|Incidence|18574692|Soft Tissue|2005
<1|3.0|4.3|3.6|139|Incidence|3833673|Soft Tissue|2005
1-4|0.2|0.4|0.3|44|Mortality|15897145|Acute Lymphocytic|2006
10-14|0.3|0.4|0.3|69|Mortality|21033138|Acute Lymphocytic|2006
15-19|0.3|0.5|0.4|92|Mortality|21807709|Acute Lymphocytic|2006
5-9|0.2|0.3|0.3|52|Mortality|19544688|Acute Lymphocytic|2006
<1|~|~|~|~|Mortality|4041738|Acute Lymphocytic|2006
1-4|6.9|7.8|7.3|1118|Incidence|15220617|Acute Lymphocytic|2006
10-14|2.0|2.4|2.2|440|Incidence|20155187|Acute Lymphocytic|2006
15-19|1.5|1.8|1.6|340|Incidence|20880977|Acute Lymphocytic|2006
5-9|2.9|3.5|3.2|597|Incidence|18721527|Acute Lymphocytic|2006
<1|1.8|2.8|2.2|87|Incidence|3868804|Acute Lymphocytic|2006
1-4|0.3|0.4|0.3|54|Mortality|15897145|Acute Myeloid|2006
10-14|0.1|0.3|0.2|42|Mortality|21033138|Acute Myeloid|2006
15-19|0.3|0.4|0.3|71|Mortality|21807709|Acute Myeloid|2006
5-9|0.1|0.1|0.1|17|Mortality|19544688|Acute Myeloid|2006
<1|~|~|~|~|Mortality|4041738|Acute Myeloid|2006
1-4|0.7|1.1|0.9|136|Incidence|15220617|Acute Myeloid|2006
10-14|0.6|0.8|0.7|141|Incidence|20155187|Acute Myeloid|2006
15-19|0.7|0.9|0.8|167|Incidence|20880977|Acute Myeloid|2006
5-9|0.3|0.5|0.4|76|Incidence|18721527|Acute Myeloid|2006
<1|0.9|1.6|1.2|47|Incidence|3868804|Acute Myeloid|2006
1-4|~|~|~|~|Mortality|15897145|Bones and Joints|2006
10-14|0.1|0.2|0.2|37|Mortality|21033138|Bones and Joints|2006
15-19|0.4|0.6|0.5|115|Mortality|21807709|Bones and Joints|2006
5-9|0.1|0.1|0.1|18|Mortality|19544688|Bones and Joints|2006
<1|~|~|~|~|Mortality|4041738|Bones and Joints|2006
1-4|0.1|0.3|0.2|26|Incidence|15220617|Bones and Joints|2006
10-14|1.1|1.5|1.3|260|Incidence|20155187|Bones and Joints|2006
15-19|1.4|1.8|1.6|336|Incidence|20880977|Bones and Joints|2006
5-9|0.6|0.8|0.7|134|Incidence|18721527|Bones and Joints|2006
<1|~|~|~|~|Incidence|3868804|Bones and Joints|2006
1-4|0.6|0.9|0.8|124|Mortality|15897145|Leukemia|2006
10-14|0.6|0.8|0.7|152|Mortality|21033138|Leukemia|2006
15-19|0.8|1.1|0.9|207|Mortality|21807709|Leukemia|2006
5-9|0.4|0.6|0.5|104|Mortality|19544688|Leukemia|2006
<1|0.5|1.1|0.8|31|Mortality|4041738|Leukemia|2006
1-4|8.2|9.1|8.6|1314|Incidence|15220617|Leukemia|2006
10-14|3.0|3.5|3.2|648|Incidence|20155187|Leukemia|2006
15-19|2.7|3.2|3.0|618|Incidence|20880977|Leukemia|2006
5-9|3.6|4.1|3.8|720|Incidence|18721527|Leukemia|2006
<1|4.1|5.5|4.8|185|Incidence|3868804|Leukemia|2006
1-4|0.6|0.8|0.7|108|Mortality|15897145|Other|2006
10-14|0.3|0.4|0.3|68|Mortality|21033138|Other|2006
15-19|0.4|0.6|0.5|117|Mortality|21807709|Other|2006
5-9|0.4|0.6|0.5|96|Mortality|19544688|Other|2006
<1|0.4|0.9|0.6|24|Mortality|4041738|Other|2006
1-4|3.6|4.2|3.9|588|Incidence|15220617|Other|2006
10-14|2.5|3.0|2.7|552|Incidence|20155187|Other|2006
15-19|7.8|8.6|8.2|1714|Incidence|20880977|Other|2006
5-9|1.5|1.8|1.6|307|Incidence|18721527|Other|2006
<1|11.4|13.7|12.5|485|Incidence|3868804|Other|2006
1-4|0.1|0.2|0.1|23|Mortality|15897145|Soft Tissue|2006
10-14|0.1|0.2|0.1|25|Mortality|21033138|Soft Tissue|2006
15-19|0.2|0.4|0.3|60|Mortality|21807709|Soft Tissue|2006
5-9|0.1|0.2|0.2|31|Mortality|19544688|Soft Tissue|2006
<1|~|~|~|~|Mortality|4041738|Soft Tissue|2006
1-4|0.9|1.3|1.1|167|Incidence|15220617|Soft Tissue|2006
10-14|0.7|1.0|0.9|176|Incidence|20155187|Soft Tissue|2006
15-19|0.9|1.2|1.0|217|Incidence|20880977|Soft Tissue|2006
5-9|0.5|0.7|0.6|105|Incidence|18721527|Soft Tissue|2006
<1|2.4|3.5|2.9|112|Incidence|3868804|Soft Tissue|2006
1-4|0.2|0.3|0.2|195|Mortality|80493679|Acute Lymphocytic|2006-2010
10-14|0.3|0.4|0.3|342|Mortality|103921534|Acute Lymphocytic|2006-2010
15-19|0.3|0.4|0.3|383|Mortality|110259356|Acute Lymphocytic|2006-2010
5-9|0.3|0.4|0.3|317|Mortality|99703770|Acute Lymphocytic|2006-2010
<1|0.2|0.3|0.2|46|Mortality|20279753|Acute Lymphocytic|2006-2010
1-4|7.5|7.9|7.7|5884|Incidence|76274588|Acute Lymphocytic|2006-2010
10-14|2.0|2.2|2.1|2077|Incidence|98608227|Acute Lymphocytic|2006-2010
15-19|1.5|1.7|1.6|1690|Incidence|104612854|Acute Lymphocytic|2006-2010
5-9|3.3|3.6|3.5|3262|Incidence|94516896|Acute Lymphocytic|2006-2010
<1|1.8|2.2|2.0|375|Incidence|19216438|Acute Lymphocytic|2006-2010
1-4|0.3|0.3|0.3|246|Mortality|80493679|Acute Myeloid|2006-2010
10-14|0.2|0.2|0.2|218|Mortality|103921534|Acute Myeloid|2006-2010
15-19|0.3|0.3|0.3|323|Mortality|110259356|Acute Myeloid|2006-2010
5-9|0.1|0.2|0.1|129|Mortality|99703770|Acute Myeloid|2006-2010
<1|0.1|0.3|0.2|37|Mortality|20279753|Acute Myeloid|2006-2010
1-4|0.8|1.0|0.9|676|Incidence|76274588|Acute Myeloid|2006-2010
10-14|0.6|0.7|0.6|634|Incidence|98608227|Acute Myeloid|2006-2010
15-19|0.8|0.9|0.8|860|Incidence|104612854|Acute Myeloid|2006-2010
5-9|0.4|0.4|0.4|381|Incidence|94516896|Acute Myeloid|2006-2010
<1|1.3|1.6|1.4|276|Incidence|19216438|Acute Myeloid|2006-2010
1-4|~|~|~|~|Mortality|80493679|Bones and Joints|2006-2010
10-14|0.2|0.3|0.2|238|Mortality|103921534|Bones and Joints|2006-2010
15-19|0.4|0.5|0.5|539|Mortality|110259356|Bones and Joints|2006-2010
5-9|0.1|0.1|0.1|79|Mortality|99703770|Bones and Joints|2006-2010
<1|~|~|~|~|Mortality|20279753|Bones and Joints|2006-2010
1-4|0.1|0.2|0.2|133|Incidence|76274588|Bones and Joints|2006-2010
10-14|1.2|1.4|1.3|1298|Incidence|98608227|Bones and Joints|2006-2010
15-19|1.4|1.5|1.5|1520|Incidence|104612854|Bones and Joints|2006-2010
5-9|0.5|0.6|0.6|547|Incidence|94516896|Bones and Joints|2006-2010
<1|0.1|0.2|0.2|34|Incidence|19216438|Bones and Joints|2006-2010
1-4|0.7|0.8|0.7|583|Mortality|80493679|Leukemia|2006-2010
10-14|0.7|0.8|0.7|748|Mortality|103921534|Leukemia|2006-2010
15-19|0.8|0.9|0.9|940|Mortality|110259356|Leukemia|2006-2010
5-9|0.5|0.6|0.6|571|Mortality|99703770|Leukemia|2006-2010
<1|0.5|0.8|0.6|131|Mortality|20279753|Leukemia|2006-2010
1-4|8.8|9.2|9.0|6880|Incidence|76274588|Leukemia|2006-2010
10-14|3.0|3.2|3.1|3038|Incidence|98608227|Leukemia|2006-2010
15-19|2.8|3.0|2.9|3035|Incidence|104612854|Leukemia|2006-2010
5-9|3.9|4.2|4.1|3848|Incidence|94516896|Leukemia|2006-2010
<1|4.2|4.8|4.5|856|Incidence|19216438|Leukemia|2006-2010
1-4|0.6|0.7|0.7|536|Mortality|80493679|Other|2006-2010
10-14|0.3|0.4|0.3|328|Mortality|103921534|Other|2006-2010
15-19|0.5|0.6|0.6|629|Mortality|110259356|Other|2006-2010
5-9|0.4|0.5|0.5|455|Mortality|99703770|Other|2006-2010
<1|0.5|0.7|0.6|126|Mortality|20279753|Other|2006-2010
1-4|4.3|4.6|4.4|3387|Incidence|76274588|Other|2006-2010
10-14|2.7|2.9|2.8|2782|Incidence|98608227|Other|2006-2010
15-19|8.6|8.9|8.7|9136|Incidence|104612854|Other|2006-2010
5-9|1.5|1.7|1.6|1518|Incidence|94516896|Other|2006-2010
<1|11.9|12.9|12.4|2385|Incidence|19216438|Other|2006-2010
1-4|0.1|0.1|0.1|99|Mortality|80493679|Soft Tissue|2006-2010
10-14|0.1|0.2|0.2|161|Mortality|103921534|Soft Tissue|2006-2010
15-19|0.3|0.3|0.3|322|Mortality|110259356|Soft Tissue|2006-2010
5-9|0.1|0.2|0.2|152|Mortality|99703770|Soft Tissue|2006-2010
<1|0.0|0.1|0.1|16|Mortality|20279753|Soft Tissue|2006-2010
1-4|1.1|1.3|1.2|898|Incidence|76274588|Soft Tissue|2006-2010
10-14|0.8|0.9|0.9|844|Incidence|98608227|Soft Tissue|2006-2010
15-19|1.1|1.2|1.1|1179|Incidence|104612854|Soft Tissue|2006-2010
5-9|0.6|0.7|0.7|618|Incidence|94516896|Soft Tissue|2006-2010
<1|3.0|3.5|3.2|615|Incidence|19216438|Soft Tissue|2006-2010
1-4|0.2|0.3|0.2|38|Mortality|15977965|Acute Lymphocytic|2007
10-14|0.3|0.5|0.4|80|Mortality|20841042|Acute Lymphocytic|2007
15-19|0.3|0.5|0.4|82|Mortality|22067816|Acute Lymphocytic|2007
5-9|0.3|0.5|0.4|85|Mortality|19714611|Acute Lymphocytic|2007
<1|~|~|~|~|Mortality|4147997|Acute Lymphocytic|2007
1-4|7.6|8.5|8.0|1258|Incidence|15697941|Acute Lymphocytic|2007
10-14|1.7|2.1|1.9|385|Incidence|20483595|Acute Lymphocytic|2007
15-19|1.5|1.9|1.7|368|Incidence|21687308|Acute Lymphocytic|2007
5-9|3.1|3.7|3.4|655|Incidence|19371679|Acute Lymphocytic|2007
<1|1.5|2.4|1.9|77|Incidence|4074983|Acute Lymphocytic|2007
1-4|0.2|0.4|0.3|47|Mortality|15977965|Acute Myeloid|2007
10-14|0.2|0.3|0.2|52|Mortality|20841042|Acute Myeloid|2007
15-19|0.2|0.4|0.3|66|Mortality|22067816|Acute Myeloid|2007
5-9|0.1|0.2|0.1|27|Mortality|19714611|Acute Myeloid|2007
<1|~|~|~|~|Mortality|4147997|Acute Myeloid|2007
1-4|0.7|1.0|0.8|128|Incidence|15697941|Acute Myeloid|2007
10-14|0.5|0.8|0.6|133|Incidence|20483595|Acute Myeloid|2007
15-19|0.7|0.9|0.8|168|Incidence|21687308|Acute Myeloid|2007
5-9|0.4|0.5|0.4|85|Incidence|19371679|Acute Myeloid|2007
<1|1.1|1.8|1.4|57|Incidence|4074983|Acute Myeloid|2007
1-4|~|~|~|~|Mortality|15977965|Bones and Joints|2007
10-14|0.2|0.3|0.2|48|Mortality|20841042|Bones and Joints|2007
15-19|0.4|0.6|0.5|111|Mortality|22067816|Bones and Joints|2007
5-9|~|~|~|~|Mortality|19714611|Bones and Joints|2007
<1|~|~|~|~|Mortality|4147997|Bones and Joints|2007
1-4|0.1|0.3|0.2|34|Incidence|15697941|Bones and Joints|2007
10-14|1.2|1.5|1.3|268|Incidence|20483595|Bones and Joints|2007
15-19|1.3|1.6|1.4|312|Incidence|21687308|Bones and Joints|2007
5-9|0.5|0.7|0.6|109|Incidence|19371679|Bones and Joints|2007
<1|~|~|~|~|Incidence|4074983|Bones and Joints|2007
1-4|0.5|0.8|0.7|106|Mortality|15977965|Leukemia|2007
10-14|0.7|1.0|0.8|175|Mortality|20841042|Leukemia|2007
15-19|0.8|1.1|0.9|202|Mortality|22067816|Leukemia|2007
5-9|0.6|0.8|0.7|139|Mortality|19714611|Leukemia|2007
<1|0.3|0.8|0.5|21|Mortality|4147997|Leukemia|2007
1-4|8.8|9.7|9.2|1449|Incidence|15697941|Leukemia|2007
10-14|2.6|3.1|2.9|589|Incidence|20483595|Leukemia|2007
15-19|2.7|3.2|3.0|641|Incidence|21687308|Leukemia|2007
5-9|3.8|4.4|4.1|786|Incidence|19371679|Leukemia|2007
<1|3.8|5.1|4.4|179|Incidence|4074983|Leukemia|2007
1-4|0.6|0.9|0.7|115|Mortality|15977965|Other|2007
10-14|0.2|0.4|0.3|62|Mortality|20841042|Other|2007
15-19|0.5|0.7|0.6|133|Mortality|22067816|Other|2007
5-9|0.4|0.6|0.5|103|Mortality|19714611|Other|2007
<1|0.4|0.9|0.6|26|Mortality|4147997|Other|2007
1-4|4.3|5.0|4.6|723|Incidence|15697941|Other|2007
10-14|2.4|2.8|2.6|535|Incidence|20483595|Other|2007
15-19|8.5|9.2|8.8|1918|Incidence|21687308|Other|2007
5-9|1.3|1.6|1.5|282|Incidence|19371679|Other|2007
<1|10.7|12.9|11.8|480|Incidence|4074983|Other|2007
1-4|0.1|0.2|0.1|17|Mortality|15977965|Soft Tissue|2007
10-14|0.1|0.2|0.2|35|Mortality|20841042|Soft Tissue|2007
15-19|0.2|0.3|0.3|58|Mortality|22067816|Soft Tissue|2007
5-9|0.1|0.2|0.1|24|Mortality|19714611|Soft Tissue|2007
<1|~|~|~|~|Mortality|4147997|Soft Tissue|2007
1-4|1.0|1.3|1.2|181|Incidence|15697941|Soft Tissue|2007
10-14|0.7|0.9|0.8|164|Incidence|20483595|Soft Tissue|2007
15-19|1.1|1.3|1.2|259|Incidence|21687308|Soft Tissue|2007
5-9|0.6|0.9|0.7|141|Incidence|19371679|Soft Tissue|2007
<1|3.0|4.1|3.5|143|Incidence|4074983|Soft Tissue|2007
1-4|0.2|0.4|0.3|42|Mortality|16138392|Acute Lymphocytic|2008
10-14|0.2|0.4|0.3|65|Mortality|20706655|Acute Lymphocytic|2008
15-19|0.3|0.4|0.3|77|Mortality|22210880|Acute Lymphocytic|2008
5-9|0.2|0.4|0.3|57|Mortality|19929602|Acute Lymphocytic|2008
<1|~|~|~|~|Mortality|4132735|Acute Lymphocytic|2008
1-4|7.3|8.2|7.7|1225|Incidence|15854786|Acute Lymphocytic|2008
10-14|2.0|2.4|2.2|439|Incidence|20351824|Acute Lymphocytic|2008
15-19|1.5|1.8|1.7|361|Incidence|21833217|Acute Lymphocytic|2008
5-9|3.3|3.8|3.5|691|Incidence|19582537|Acute Lymphocytic|2008
<1|1.6|2.5|2.0|83|Incidence|4060896|Acute Lymphocytic|2008
1-4|0.3|0.4|0.3|54|Mortality|16138392|Acute Myeloid|2008
10-14|0.1|0.3|0.2|41|Mortality|20706655|Acute Myeloid|2008
15-19|0.2|0.3|0.3|56|Mortality|22210880|Acute Myeloid|2008
5-9|0.1|0.2|0.1|26|Mortality|19929602|Acute Myeloid|2008
<1|~|~|~|~|Mortality|4132735|Acute Myeloid|2008
1-4|0.8|1.1|0.9|147|Incidence|15854786|Acute Myeloid|2008
10-14|0.6|0.8|0.7|135|Incidence|20351824|Acute Myeloid|2008
15-19|0.7|1.0|0.8|182|Incidence|21833217|Acute Myeloid|2008
5-9|0.3|0.5|0.4|84|Incidence|19582537|Acute Myeloid|2008
<1|1.2|2.0|1.6|63|Incidence|4060896|Acute Myeloid|2008
1-4|~|~|~|~|Mortality|16138392|Bones and Joints|2008
10-14|0.2|0.3|0.2|45|Mortality|20706655|Bones and Joints|2008
15-19|0.4|0.6|0.5|120|Mortality|22210880|Bones and Joints|2008
5-9|~|~|~|~|Mortality|19929602|Bones and Joints|2008
<1|~|~|~|~|Mortality|4132735|Bones and Joints|2008
1-4|0.1|0.2|0.2|25|Incidence|15854786|Bones and Joints|2008
10-14|1.2|1.5|1.3|268|Incidence|20351824|Bones and Joints|2008
15-19|1.3|1.6|1.4|311|Incidence|21833217|Bones and Joints|2008
5-9|0.5|0.7|0.6|119|Incidence|19582537|Bones and Joints|2008
<1|~|~|~|~|Incidence|4060896|Bones and Joints|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemia|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemia|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemia|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemia|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemia|2008
1-4|8.6|9.6|9.1|1442|Incidence|15854786|Leukemia|2008
10-14|2.9|3.4|3.2|648|Incidence|20351824|Leukemia|2008
15-19|2.7|3.2|2.9|638|Incidence|21833217|Leukemia|2008
5-9|3.9|4.5|4.2|814|Incidence|19582537|Leukemia|2008
<1|3.9|5.3|4.6|186|Incidence|4060896|Leukemia|2008
1-4|0.6|0.8|0.7|112|Mortality|16138392|Other|2008
10-14|0.2|0.4|0.3|60|Mortality|20706655|Other|2008
15-19|0.5|0.7|0.5|121|Mortality|22210880|Other|2008
5-9|0.4|0.5|0.4|89|Mortality|19929602|Other|2008
<1|0.4|0.9|0.6|25|Mortality|4132735|Other|2008
1-4|3.9|4.6|4.2|673|Incidence|15854786|Other|2008
10-14|2.5|2.9|2.7|545|Incidence|20351824|Other|2008
15-19|8.4|9.2|8.8|1911|Incidence|21833217|Other|2008
5-9|1.3|1.7|1.5|293|Incidence|19582537|Other|2008
<1|11.4|13.5|12.4|504|Incidence|4060896|Other|2008
1-4|0.1|0.2|0.1|22|Mortality|16138392|Soft Tissue|2008
10-14|0.1|0.2|0.1|29|Mortality|20706655|Soft Tissue|2008
15-19|0.2|0.4|0.3|71|Mortality|22210880|Soft Tissue|2008
5-9|0.1|0.2|0.2|35|Mortality|19929602|Soft Tissue|2008
<1|~|~|~|~|Mortality|4132735|Soft Tissue|2008
1-4|1.2|1.5|1.3|213|Incidence|15854786|Soft Tissue|2008
10-14|0.7|0.9|0.8|161|Incidence|20351824|Soft Tissue|2008
15-19|1.0|1.3|1.1|245|Incidence|21833217|Soft Tissue|2008
5-9|0.6|0.8|0.7|141|Incidence|19582537|Soft Tissue|2008
<1|2.7|3.8|3.2|130|Incidence|4060896|Soft Tissue|2008
1-4|0.1|0.3|0.2|34|Mortality|16240931|Acute Lymphocytic|2009
10-14|0.3|0.4|0.3|69|Mortality|20660564|Acute Lymphocytic|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Acute Lymphocytic|2009
5-9|0.2|0.4|0.3|62|Mortality|20182499|Acute Lymphocytic|2009
<1|~|~|~|~|Mortality|4003587|Acute Lymphocytic|2009
1-4|7.3|8.2|7.7|1234|Incidence|15955735|Acute Lymphocytic|2009
10-14|1.9|2.3|2.1|430|Incidence|20307843|Acute Lymphocytic|2009
15-19|1.4|1.7|1.6|343|Incidence|21819838|Acute Lymphocytic|2009
5-9|3.2|3.8|3.5|691|Incidence|19829550|Acute Lymphocytic|2009
<1|1.5|2.4|2.0|77|Incidence|3933652|Acute Lymphocytic|2009
1-4|0.2|0.4|0.3|45|Mortality|16240931|Acute Myeloid|2009
10-14|0.1|0.2|0.2|33|Mortality|20660564|Acute Myeloid|2009
15-19|0.2|0.4|0.3|63|Mortality|22192810|Acute Myeloid|2009
5-9|0.1|0.2|0.1|30|Mortality|20182499|Acute Myeloid|2009
<1|~|~|~|~|Mortality|4003587|Acute Myeloid|2009
1-4|0.8|1.1|0.9|149|Incidence|15955735|Acute Myeloid|2009
10-14|0.5|0.7|0.6|120|Incidence|20307843|Acute Myeloid|2009
15-19|0.7|0.9|0.8|173|Incidence|21819838|Acute Myeloid|2009
5-9|0.3|0.5|0.4|80|Incidence|19829550|Acute Myeloid|2009
<1|0.9|1.6|1.2|49|Incidence|3933652|Acute Myeloid|2009
1-4|~|~|~|~|Mortality|16240931|Bones and Joints|2009
10-14|0.2|0.3|0.3|55|Mortality|20660564|Bones and Joints|2009
15-19|0.4|0.6|0.5|102|Mortality|22192810|Bones and Joints|2009
5-9|0.1|0.1|0.1|18|Mortality|20182499|Bones and Joints|2009
<1|~|~|~|~|Mortality|4003587|Bones and Joints|2009
1-4|0.1|0.2|0.2|24|Incidence|15955735|Bones and Joints|2009
10-14|1.2|1.6|1.4|281|Incidence|20307843|Bones and Joints|2009
15-19|1.3|1.6|1.4|316|Incidence|21819838|Bones and Joints|2009
5-9|0.4|0.6|0.5|103|Incidence|19829550|Bones and Joints|2009
<1|~|~|~|~|Incidence|3933652|Bones and Joints|2009
1-4|0.6|0.9|0.7|118|Mortality|16240931|Leukemia|2009
10-14|0.5|0.7|0.6|127|Mortality|20660564|Leukemia|2009
15-19|0.7|0.9|0.8|172|Mortality|22192810|Leukemia|2009
5-9|0.5|0.7|0.6|117|Mortality|20182499|Leukemia|2009
<1|0.4|1.0|0.7|27|Mortality|4003587|Leukemia|2009
1-4|8.6|9.6|9.1|1449|Incidence|15955735|Leukemia|2009
10-14|2.8|3.2|3.0|608|Incidence|20307843|Leukemia|2009
15-19|2.5|3.0|2.8|603|Incidence|21819838|Leukemia|2009
5-9|3.8|4.4|4.1|811|Incidence|19829550|Leukemia|2009
<1|3.5|4.8|4.1|161|Incidence|3933652|Leukemia|2009
1-4|0.5|0.8|0.6|104|Mortality|16240931|Other|2009
10-14|0.2|0.3|0.2|50|Mortality|20660564|Other|2009
15-19|0.5|0.7|0.6|125|Mortality|22192810|Other|2009
5-9|0.3|0.5|0.4|84|Mortality|20182499|Other|2009
<1|0.6|1.2|0.8|33|Mortality|4003587|Other|2009
1-4|3.9|4.5|4.2|668|Incidence|15955735|Other|2009
10-14|2.6|3.1|2.8|573|Incidence|20307843|Other|2009
15-19|8.5|9.3|8.9|1941|Incidence|21819838|Other|2009
5-9|1.4|1.7|1.5|302|Incidence|19829550|Other|2009
<1|11.1|13.3|12.2|478|Incidence|3933652|Other|2009
1-4|0.1|0.2|0.1|22|Mortality|16240931|Soft Tissue|2009
10-14|0.1|0.3|0.2|40|Mortality|20660564|Soft Tissue|2009
15-19|0.2|0.4|0.3|66|Mortality|22192810|Soft Tissue|2009
5-9|0.1|0.2|0.2|34|Mortality|20182499|Soft Tissue|2009
<1|~|~|~|~|Mortality|4003587|Soft Tissue|2009
1-4|1.0|1.3|1.2|186|Incidence|15955735|Soft Tissue|2009
10-14|0.7|1.0|0.9|177|Incidence|20307843|Soft Tissue|2009
15-19|1.0|1.3|1.2|258|Incidence|21819838|Soft Tissue|2009
5-9|0.5|0.7|0.6|121|Incidence|19829550|Soft Tissue|2009
<1|2.9|4.1|3.5|138|Incidence|3933652|Soft Tissue|2009
1-4|0.2|0.3|0.2|37|Mortality|16239246|Acute Lymphocytic|2010
10-14|0.2|0.4|0.3|59|Mortality|20680135|Acute Lymphocytic|2010
15-19|0.2|0.4|0.3|66|Mortality|21980141|Acute Lymphocytic|2010
5-9|0.2|0.4|0.3|61|Mortality|20332370|Acute Lymphocytic|2010
<1|~|~|~|~|Mortality|3953696|Acute Lymphocytic|2010
1-4|7.1|8.0|7.5|1189|Incidence|15793957|Acute Lymphocytic|2010
10-14|1.9|2.3|2.1|430|Incidence|20130192|Acute Lymphocytic|2010
15-19|1.3|1.6|1.5|313|Incidence|21410166|Acute Lymphocytic|2010
5-9|3.4|3.9|3.6|716|Incidence|19780537|Acute Lymphocytic|2010
